FORCE/DISPLACEMENT CLAMP EXPERIMENT 
 12/6/2016 
 
 Experiment Name: 	 HM_VolunteerTool 
 Cantilever ID #: 	 ANHS-9B 
 Sampling rate (Hz): 	 1000 
 Actuation Mode: 	 Disp. Clamp 
 
 Set Point (um) 	 Actuator Position (um) 	 Piezo Position (um) 
12.924805	10.386353	4.777359
12.949829	10.405273	4.129120
12.974854	10.424194	4.844907
12.999878	10.468750	5.288324
13.024902	10.494385	5.459372
13.049927	10.520020	4.890665
13.074951	10.513306	4.253320
13.099976	10.545044	5.402719
13.125000	10.551758	6.028079
13.150024	10.596313	5.311203
13.175049	10.621948	4.936423
13.200073	10.615234	4.629190
13.225098	10.646973	5.026849
13.250122	10.685425	5.413614
13.275146	10.723877	4.936423
13.300171	10.729980	4.572537
13.325195	10.736694	4.856891
13.350220	10.768433	5.015955
13.375244	10.774536	5.185913
13.400269	10.831909	4.458142
13.425293	10.851440	4.413474
13.449707	10.876465	4.913544
13.474731	10.876465	5.448477
13.499756	10.902100	4.913544
13.524780	10.953369	4.662964
13.549805	10.940552	4.060483
13.574829	10.972290	4.572537
13.599854	10.997925	5.846136
13.624878	11.022949	5.277429
13.649902	11.048584	5.505130
13.674927	11.087036	5.175018
13.699951	11.099854	5.607541
13.724976	11.118774	5.482251
13.750000	11.131592	5.607541
13.775024	11.163330	5.141245
13.800049	11.176147	5.129260
13.825073	11.213989	5.379840
13.850098	11.246338	5.493146
13.875122	11.259155	5.003970
13.900146	11.278076	4.470126
13.925171	11.309814	4.685843
13.950195	11.322632	5.413614
13.975220	11.361084	5.436493
14.000244	11.386108	4.811133
14.025269	11.411743	5.152139
14.050293	11.398926	4.811133
14.074707	11.430664	4.378610
14.099731	11.481934	4.674948
14.124756	11.520386	4.662964
14.149780	11.500854	5.425598
14.174805	11.545410	5.015955
14.199829	11.558228	4.822028
14.224854	11.583862	4.719617
14.249878	11.596680	5.334082
14.274902	11.634521	5.630420
14.299927	11.679077	4.708722
14.324951	11.691895	5.049728
14.349976	11.666870	4.652069
14.375000	11.711426	5.777499
14.400024	11.743164	5.265445
14.425049	11.762085	4.867786
14.450073	11.806641	4.719617
14.475098	11.813354	5.243655
14.500122	11.838379	5.231671
14.525146	11.838379	5.812363
14.550171	11.882935	4.901559
14.575195	11.928101	4.503900
14.600220	11.947021	5.470267
14.625244	11.972656	5.641315
14.650269	11.978760	5.379840
14.675293	11.997681	4.708722
14.699707	12.036133	5.003970
14.724731	12.080688	5.482251
14.749756	12.080688	5.561783
14.774780	12.080688	5.083502
14.799805	12.112427	4.606311
14.824829	12.112427	4.640085
14.849854	12.176514	5.152139
14.874878	12.208252	5.584662
14.899902	12.239990	4.993076
14.924927	12.246094	3.639944
14.949951	12.258911	5.356961
14.974976	12.291260	5.789484
15.000000	12.303467	5.118365
15.025024	12.348022	5.003970
15.050049	12.367554	5.083502
15.075073	12.373657	4.526779
15.100098	12.386475	5.879910
15.125122	12.399292	4.970197
15.150146	12.437744	4.777359
15.175171	12.443848	4.685843
15.200195	12.514038	5.482251
15.225220	12.514038	5.288324
15.250244	12.558594	5.402719
15.275269	12.584229	4.332852
15.300293	12.590332	5.208792
15.324707	12.615967	5.277429
15.349731	12.622070	5.061713
15.374756	12.641602	4.834012
15.399780	12.647705	4.777359
15.424805	12.711182	4.742496
15.449829	12.743530	4.606311
15.474854	12.788086	5.891895
15.499878	12.762451	4.754480
15.524902	12.788086	5.720847
15.549927	12.838745	5.959442
15.574951	12.864380	5.379840
15.599976	12.877197	5.812363
15.625000	12.915039	5.675089
15.650024	12.934570	5.254550
15.675049	12.953491	5.572678
15.700073	12.966309	5.367856
15.725098	12.985229	4.947318
15.750122	13.016968	4.959302
15.775146	13.081055	5.175018
15.800171	13.068237	4.481021
15.825195	13.118896	5.118365
15.850220	13.131714	5.356961
15.875244	13.138428	4.901559
15.900269	13.131714	5.516025
15.925293	13.176270	5.572678
15.949707	13.214722	5.323187
15.974731	13.227539	5.516025
15.999756	13.259277	5.936563
16.024780	13.278198	5.914774
16.049805	13.284912	5.982321
16.074829	13.335571	4.742496
16.099854	13.374023	5.367856
16.124878	13.386841	5.493146
16.149902	13.399658	6.232901
16.174927	13.437500	5.356961
16.199951	13.444214	5.277429
16.224976	13.501587	5.334082
16.250000	13.501587	5.971426
16.275024	13.520508	5.334082
16.300049	13.527222	4.526779
16.325073	13.590698	5.118365
16.350098	13.590698	5.106381
16.375122	13.629150	4.867786
16.400146	13.648071	5.311203
16.425171	13.666992	4.549658
16.450195	13.692627	3.809903
16.475220	13.718262	5.754620
16.500244	13.762817	5.994305
16.525269	13.775635	5.675089
16.550293	13.762817	5.697968
16.574707	13.807373	5.549799
16.599731	13.851929	5.175018
16.624756	13.877563	6.471497
16.649780	13.896484	5.959442
16.674805	13.922119	5.561783
16.699829	13.934937	5.243655
16.724854	13.941040	5.982321
16.749878	13.979492	5.777499
16.774902	14.011230	5.731741
16.799927	14.036865	5.493146
16.824951	14.061890	5.026849
16.849976	14.081421	6.210022
16.875000	14.106445	5.834152
16.900024	14.106445	4.901559
16.925049	14.138794	4.834012
16.950073	14.176636	4.697827
16.975098	14.189453	5.607541
17.000122	14.215088	5.641315
17.025146	14.252930	5.072607
17.050171	14.252930	4.208652
17.075195	14.285278	4.811133
17.100220	14.304199	5.129260
17.125244	14.342651	5.448477
17.150269	14.354858	5.379840
17.175293	14.361572	4.913544
17.199707	14.406128	5.129260
17.224731	14.412231	5.754620
17.249756	14.476318	5.766605
17.274780	14.463501	5.459372
17.299805	14.501953	5.754620
17.324829	14.489136	5.141245
17.349854	14.552612	5.959442
17.374878	14.571533	5.891895
17.399902	14.578247	5.095486
17.424927	14.616089	5.083502
17.449951	14.654541	5.095486
17.474976	14.692993	5.766605
17.500000	14.699097	5.572678
17.525024	14.711914	5.311203
17.550049	14.737549	4.253320
17.575073	14.737549	5.197897
17.600098	14.769287	6.346207
17.625122	14.775391	5.561783
17.650146	14.839478	5.459372
17.675171	14.865112	6.300449
17.700195	14.852295	5.709952
17.725220	14.890137	6.118506
17.750244	14.902954	6.118506
17.775269	14.928589	5.675089
17.800293	14.973145	6.016095
17.824707	15.004883	6.028079
17.849731	14.998779	5.925668
17.874756	15.036621	5.754620
17.899780	15.068970	6.153369
17.924805	15.056152	5.311203
17.949829	15.100708	5.425598
17.974854	15.125732	4.685843
17.999878	15.177002	5.448477
18.024902	15.183105	5.311203
18.049927	15.202637	5.664194
18.074951	15.240479	5.175018
18.099976	15.285034	5.982321
18.125000	15.297852	5.436493
18.150024	15.317383	5.994305
18.175049	15.317383	6.926898
18.200073	15.349121	6.210022
18.225098	15.374756	6.381070
18.250122	15.425415	6.232901
18.275146	15.425415	6.494376
18.300171	15.444336	6.676318
18.325195	15.451050	6.210022
18.350220	15.482788	5.857031
18.375244	15.501709	5.789484
18.400269	15.540161	6.176248
18.425293	15.565796	5.482251
18.449707	15.578613	5.459372
18.474731	15.635986	6.005200
18.499756	15.667725	5.243655
18.524780	15.667725	6.210022
18.549805	15.692749	6.289554
18.574829	15.737915	6.402859
18.599854	15.731201	5.720847
18.624878	15.750122	6.153369
18.649902	15.782471	6.448618
18.674927	15.788574	7.142615
18.699951	15.820312	6.437723
18.724976	15.858765	6.038974
18.750000	15.909424	6.425739
18.775024	15.909424	6.563013
18.800049	15.953979	7.006430
18.825073	15.960693	6.187143
18.850098	15.992432	5.356961
18.875122	15.998535	6.732971
18.900146	16.030884	7.017325
18.925171	16.068726	6.255780
18.950195	16.094360	6.414844
18.975220	16.075439	5.834152
19.000244	16.126099	6.460602
19.025269	16.157837	6.425739
19.050293	16.170654	6.664334
19.074707	16.196289	5.766605
19.099731	16.215210	5.254550
19.124756	16.272583	6.630560
19.149780	16.266479	7.051099
19.174805	16.311035	6.414844
19.199829	16.329956	5.902789
19.224854	16.355591	5.561783
19.249878	16.349487	6.425739
19.274902	16.394043	6.766745
19.299927	16.412964	6.346207
19.324951	16.444702	5.731741
19.349976	16.444702	5.879910
19.375000	16.489258	5.743726
19.400024	16.502075	5.869016
19.425049	16.546631	6.448618
19.450073	16.540527	5.572678
19.475098	16.572266	5.436493
19.500122	16.622925	6.335312
